File Name;Type;Creator;Comments;Category;Extension;Dup;Data by Ilan Szekely, Jerusalem
WeitekVideo;ndrv;Övid;WeitekTestApp;Extension-Driver; ; ;
FKeySampler;APPL;.>.z; ;Application; ; ;
Drosophila.Student;APPL;.6U=; ;Application; ; ;
QuickEditor 3.6;APPL;.ƒ∂!; ;Application; ; ;
QuickEditor—B & W;QEdF;.ƒ∂!;QuickEditor;  ; ; ;
QuickEditor—2-Part Split;QEdT;.ƒ∂!;QuickEditor;  ; ; ;
Community Construction—Preferences;pref;.CCK;;Pref;; ;
HQXer;APPL;.Hqx; ;Application; ; ;
PageInspector 1.1;APPL;.HtM; ;Application; ; ;
MacOberon—Agenda.Obj;.Ob.;.Ob2;MacOberon 2.0;  ; ; ;
MacOberon—AlarmClock.Obj;.Obj;.Ob2;MacOberon 2.0;  ; ; ;
MacOberon 2.0;APPL;.Ob2; ;Application; ; ;
MacOberon™—SampleApp.Mod;.Ob.;.Ob4;MacOberon™ 3.3;  ; ; ;
MacOberon™—MacFiles.Obj;.Obj;.Ob4;MacOberon™ 3.3;  ; ; ;
MacOberon™ 3.3;APPL;.Ob4; ;Application; ; ;
MacOberon™—Text File;TEXT;.Ob4;MacOberon™ 3.3;Text File;TXT; ;
4.00 MacOberon—Analyzer.Tool;.Ob.;.Ob5;MacOberon 4.00;  ; ; ;
4.00 MacOberon—Analyzer.Obj;.Obj;.Ob5;MacOberon 4.00;  ; ; ;
4.00 MacOberon 4.00;APPL;.Ob5; ;Application; ; ;
4.115 MacOberon—DoubleClickOnMe;.Ob.;.Ob6;MacOberon 4.x;  ; ; ;
4.115 MacOberon—Analyzer.Obj;.Obj;.Ob6;MacOberon 4.x;  ; ; ;
4.115 MacOberon—Barbedor12.Pr3.Fnt;.Pr3;.Ob6;MacOberon 4.x;  ; ; ;
4.115 MacOberon 4.115;APPL;.Ob6; ;Application; ; ;
Battle.net;.SNP;.SNP;Blizzard Entertainment;;;;
.TIF to TIFF;APPL;.tif; ;Application; ; ;
TimeLiner 5.0—Document?;.TL5;.TL5;;;; ;
TimeLiner 5.0;APPL;.TL5;;Application;; ;
Budget Projector;APPL;.wft; ;Application; ; ;
Extension Mapper;APPL;.XYZ; ;Application; ; ;
MiniCalendar FAT;APPL;∑©CL; ;Application; ; ;
Samplifier™;APPL;∑πSΔ; ;Application; ; ;
Steel Fighters;APPL;∑‡fS;;Application/Game;; ;
Steel Fighters—Data File;DATA;∑‡fS;Steel Fighters;Data File;; ;
Steel Fighters—Binary File;PREC;∑‡fS;Steel Fighters;;; ;
Steel Fighters—Sounds File;SNDS;∑‡fS;Steel Fighters;Sound;; ;
Steel Fighters—Stage File;STAG;∑‡fS;Steel Fighters;;; ;
Key Set;????;∑ALΩ;Kung-Fu Chivalry;  ; ; ;
Kung-Fu Chivalry;APPL;∑ALΩ; ;Application; ; ;
1;MV^^;∑ALΩ;Kung-Fu Chivalry;  ; ; ;
KBBK Generator;∑EDB;∑BB_;Ole Kjaer Christensen;∑Chess Database;;;
KRNK Generator;∑EDB;∑BN_;Ole Kjaer Christensen;∑Chess Database;;;
∑ Chess 5—Custom Chessboard File;∑∑BRD;∑CHS;Chess 5;;;;
∑ Chess 5—Game Library File;∑GC5;∑CHS;Chess 5;;;;
∑ Chess 5—Search File;∑GCF;∑CHS;Chess 5;;;;
∑ Chess 5—Game File;∑GM5;∑CHS;Chess 5;;;;
∑ Chess 5—Library File;∑LB5;∑CHS;Chess 5;;;;
∑ Chess 5—Plug-in;∑PST;∑CHS;Chess 5;;;;
∑ Chess 5—Text File;TEXT;∑CHS;Chess 5;Text File;TXT;;
Seismic Duck;APPL;∑EdK;Simulator of the geophysics of oil exploration;Application/Game; ; ;
READ ME cellular automata;TEXT;∑EDT; ;Text File;TXT; ;
SoundSet Tester;APPL;∑hel; ;Application; ; ;
SoundSet Installer;APPL;∑ins; ;Application; ; ;
Smack a Skunk 1.0;APPL;∑kñk; ;Application; ; ;
CheapColor 2;APPL;∑KAI; ;Application; ; ;
SpeedChopper;cdev;∑loΔ; ;Control Panel; ; ;
Mono2Stereo 1.0;APPL;∑M2S; ;Application; ; ;
Startup Player;INIT;∑Ply;;INIT; ; ;
KQKB Generator;∑EDB;∑QB_;Ole Kjaer Christensen;∑Chess Database;;;
KQKN Generator;∑EDB;∑QN_;Ole Kjaer Christensen;∑Chess Database;;;
KQKR Generator;∑EDB;∑QR_;Ole Kjaer Christensen;∑Chess Database;;;
KRKB Generator;∑EDB;∑RB_;Ole Kjaer Christensen;∑Chess Database;;;
Global Search;APPL;∑rch; ;Application; ; ;
Global Search Prefs;pref;∑rch;Global Search;Pref; ; ;
Replace-Existing Options;cdev;∑REO; ;Control Panel; ; ;
KRKN Generator;∑EDB;∑RN_;Ole Kjaer Christensen;∑Chess Database;;;
MediaSizer FAT;APPL;∑sCD; ;Application; ; ;
TeachText7.0 Font;INIT;∑ttf;;INIT; ; ;
Shuck;APPL;∑uck;Pod Formatter;Application; ; ;
Shuck Pod Document;TEXT;∑uck;Shuck;Text File;TXT; ;
Expressionist®—Preferences;∑Prf;∑xpr;Expressionist;Pref; ; ;
Expressionist®—Document;∑xpr;∑xpr;Expressionist;  ; ; ;
Expressionist® ;APPL;∑xpr; ;Application; ; ;
Expressionist®—Help file;Help;∑xpr;Expressionist;Help; ; ;
Studio TakeLogger—Document;STAK;' _„;Studio TakeLogger;HyperCard stack; ; ;
Studio TakeLogger—Time Sheet;tîms;' _„;Studio TakeLogger;; ; ;
Rogue;APPL;''Rg; ;Application; ; ;
Installer Observer;APPL;íñØß;Zach Schneirov;Application;; ;
Installer Observer—Plug-in;ƒSÉÏ;íñØß;Installer Observer;;; ;
Installer Observer—Data File;DATA;íñØß;Installer Observer;Data File;; ;
Installer Observer—Compressed File;Pack;íñØß;Installer Observer;;; ;
Installer Observer—Results File;RSLT;íñØß;Installer Observer;;; ;
IMG Order Form;APPL;íMg$; ;Application; ; ;
CompRes;APPL;Çøµπ; ;Application; ; ;
Dark Forces Configurator;APPL;Çhsç; ;Application; ; ;
Install Dark Forces Settings;APPL;ÇhsÉ; ;Application; ; ;
Churn 1.0;APPL;Çhün; ;Application; ; ;
Contours PPC 1.0;APPL;Çla¥; ;Application; ; ;
Animated;PICT;Çla¥;Contours;Graphics PICT;PIC; ;
Contours—Document;Ctur;Çla4;;; ; ;
Imagic 0.9d65.01;APPL;ÇLN1; ;Application; ; ;
Animation of Weeks 1-4;IMIL;ÇLN1;Imagic;  ; ; ;
gga1.50%;IMIM;ÇLN1;Imagic;  ; ; ;
average;XMOD;ÇLN1;Imagic;  ; ; ;
Chromassage;APPL;Çmas; ;Application; ; ;
Informant 9512;APPL;ìñ03; ;Application; ; ;
Informant;APPL;ìñƒø; ;Application; ; ;
Icon Archiver icon collection file;ìCon;ìCon;Icon Archiver;  ; ; ;
Floppy-blue;ìCus;ìCon;Icon Archiver;  ; ; ;
Cicn Resource ;ìPin;ìCon;Icon Archiver;  ; ; ;
Icon Archiver;APPL;ìCon; ;Application; ; ;
Icon Archiver—Disk File;disk;ìCon;Icon Archiver;Disk File; ; ;
Icon Archiver—Folder File;fold;ìCon;Icon Archiver;Folder File; ; ;
Icon Archiver Prefs;pref;ìCon;Icon Archiver;Pref; ; ;
Icon Dearchiver—Icon File;ìCon;ìDea;Icon Dearchiver;; ; ;
Icon Dearchiver;APPL;ìDea; ;Application; ; ;
Icon Dearchiver Prefs;pref;ìDea;Icon Archiver;Pref; ; ;
Informant 9603;APPL;ìnfo; ;Application; ; ;
iLabel 1.0 for MacOS X—Document;î¬æD;î¬æß;iLabel;;;;
iLabel 1.0 for MacOS X;APPL;î¬æß;;Application;;;
iOrganize;APPL;îœ®ﬁ;;Application;; ;
Informant;APPL;înfo; ;Application; ; ;
NoteThing 2.0;APPL;Ñtng; ;Application; ; ;
Outpost Nexus;APPL;ÑXÜß;  ;Application/Game; ; ;
EmptyTrashFast;APPL;´†®; ;Application; ; ;
TEXT<->ttro 1.0.1;APPL;´∂®ø; ;Application; ; ;
Kongbots 1.0;APPL;´Gç¡; ;Application; ; ;
MultiPion;APPL;(68.; ;Application; ; ;
Movod II;APPL;)-mv;  ;Application/Game; ; ;
Movod II Prefs;MvPf;)-mv;Movod II;Pref; ; ;
M o v o D;APPL;)&@$;  ;Application/Game; ; ;
StarGazer's Delight—Graphics File;FOTO;)RS3;;; ; ;
StarGazer's Delight—Animation File;LERN;)RS3;;; ; ;
StarGazer's Delight—Preferences;TEXT;)RS3;;pref;TXT; ;
????—Alias;????;[()];;;; ;
Space Artillery;APPL;[k'6; ;Application; ; ;
Tweener 1.2;APPL;]TW[; ;Application; ; ;
Tweener—Preferences;pref;]TW[;Tweener 1.2;Pref; ; ;
Tweener—Settings;sett;]TW[;Tweener 1.2;Pref; ; ;
GrabAudio;APPL;{(Å¨; ;Application; ; ;
Ophiuchus 1.0.0;APPL;{Oph; ;Application; ; ;
Graphics;O<gr;{Oph;Ophiuchus;  ; ; ;
Levels;O<lv;{Oph;Ophiuchus;  ; ; ;
Sounds;O<sd;{Oph;Ophiuchus;  ; ; ;
Ophiuchus—Saved Game;O<sg;{Oph;Ophiuchus;; ; ;
Ophiuchus—Preferences;Oprf;{Oph;Ophiuchus;pref ; ; ;
Solarian II;APPL;ßø¬¢;  ;Application/Game; ; ;
Solarian II;APPL;ßø¬£;  ;Application/Game; ; ;
ColorCards ;ßßcc;ßßcd;Solitaire Till Dawn™ ;  ; ; ;
Solitaire Till Dawn™ ;APPL;ßßcd; ;Application; ; ;
Rogue—Saved Game;ßßRs;ßßRg;Rogue;Game; ; ;
Rogue—High Scores;ßßRt;ßßRg;Rogue;Game; ; ;
Rogue;APPL;ßßRg; ;Application; ; ;
The Tilery—Document;ßßtp;ßßtt;The Tilery;;;;
The Tilery;APPL;ßßtt; ;Application; ; ;
The Tilery—Folder File;fold;ßßtt;The Tilery;Folder File;;;
The Tilery—Extension;INIT;ßßtt;The Tilery;INIT;;;
Mr.Dropper—AIFF Sound File;AIFF;ß∂rp;Mr.Dropper;Sound AIFF;AIF; ;
Mr.Dropper;APPL;ß∂rp; ;Application; ; ;
Mr.Dropper—System 7 Sound;sfil;ß∂rp;Mr.Dropper;Sound System 7; ; ;
Sanctus 1.3;cdev;ß~ç†; ;Control Panel; ; ;
B–Panel;cdev;ßπn2; ;Control Panel; ; ;
Space Debris—Preferences;ßπåç;ßπåç;Space Debris;Pref; ; ;
Space Debris v1.4 ;APPL;ßπåç; ;Application; ; ;
Mr.Beeper;cdev;ßπtc; ;Control Panel; ; ;
Mr.PostOffice APPL;APPL;ßaπ1; ;Application; ; ;
Mr.Player;appe;ßaππ;document;Background Only Application; ; ;
Mr.Switcher;APPL;ßaππ;Alessandro Levi Montalcini;Application; ; ;
Mr.Launcher;APPL;ßaπ2; ;Application; ; ;
Mr.Switcher;APPL;ßaπ3; ;Application; ; ;
MenuBall;cdev;ßALL; ;Control Panel; ; ;
sAVe the Disk;INIT;ßAVé;;INIT; ; ;
SparedDisk;INIT;ßDmg;;INIT; ; ;
Satz0001;ßπsd;ßesπ;Konvertierungsmodul;  ; ; ;
Konvertierungsmodul;APPL;ßesπ; ;Application; ; ;
Keys;Key ;ßesπ;Konvertierungsmodul;  ; ; ;
Distant Early Warning 1.0.1;APPL;ßfnd; ;Application; ; ;
MacCalc.Help;ßHLP;ßHLP; ;  ; ; ;
BetaHelper 1.0;APPL;ßHlp; ;Application; ; ;
Update document;UpDt;ßHlp;BetaHelper;  ; ; ;
Skills Connection;APPL;ßkî¬;;Application;; ;
Skills Connection—Cache File;Cach;ßkî¬;Skills Connection;;; ;
Skills Connection—Database File;Db  ;ßkî¬;Skills Connection;;; ;
Skills Connection—Preferences;pref;ßkî¬;Skills Connection;pref ;; ;
Skills Connection—Skills Test Document;Test;ßkî¬;Skills Connection;;; ;
Skills Connection—Text File;TEXT;ßkî¬;Skills Connection;Text File;TXT; ;
Blood;cdev;ßla∂; ;Control Panel; ; ;
SCS Snake—Graphic;ßpiç;ßNåk;SCS Snake;Game; ; ;
SCS Snake—Sound;ßsn∂;ßNåk;SCS Snake;Game; ; ;
SCS Snake;APPL;ßNåk;  ;Application/Game; ; ;
SCS Snake Prefs;pref;ßNåk;SCS Snake;pref ; ; ;
ßpeede ;APPL;ßPed;  ;Application/Game; ; ;
Image Workshop 68K;APPL;ßPTM; ;Application; ; ;
Cyan;COßP;ßPTM;Image Workshop;  ; ; ;
Convert CTable;EXßP;ßPTM;Image Workshop;  ; ; ;
SushiPlot;APPL;ßshi; ;Application; ; ;
Butler SQL TD Installer;APPL;ßVîS; ;Application; ; ;
Bert 1.0a2;APPL;ßé®†;  ;Application/Game; ; ;
SimpleBackup;APPL;ßµı; ;Application; ; ;
SimpleBackup—Document;SttG;ßµı;SimpleBackup;; ; ;
Clock^3—3D MetaFile;3DMF;∂∂3D;Clock^3;3D image 3DMF; ; ;
Clock^3;APPL;∂∂3D; ;Application; ; ;
Clock^3—Preferences;pref;∂∂3D;Clock^3;Pref; ; ;
Settings;∂0ç2;∂0ç3;Columnbo;  ; ; ;
Columnbo 2.0;APPL;∂0ç3; ;Application; ; ;
Calc^3—3D Metafile;3DMF;∂ç3D;Calc^3;3D image 3DMF; ; ;
Calc^3;APPL;∂ç3D;;Application; ; ;
Calc^3 Preferences;pref;∂ç3D;Calc^3;Pref; ; ;
ll-R;APPL;∂ƒ**; ;Application; ; ;
Monochromize;APPL;∂ƒPC; ;Application; ; ;
DBugR;cdev;∂BgP; ;Control Panel; ; ;
SimpleDate 1.2 ;APPL;∂Cal; ;Application; ; ;
Sprite Fight 2000;APPL;∂ETH; ;Application; ; ;
Halls of Despair;ArnA;∂ETH;Sprite Fight 2000;  ; ; ;
Credits;MooV;∂ETH;Sprite Fight 2000;QuickTime Movie;MOV; ;
Guy Farari;NedD;∂ETH;Sprite Fight 2000;  ; ; ;
Dogfight City ;APPL;∂GFD;  ;Application/Game; ; ;
GobIt!;APPL;∂Gob; ;Application; ; ;
Sprite Fight Movie Player;APPL;∂MoV; ;Application; ; ;
Dumpster Trash Can;INIT;∂mp†;Kevin Dixon;INIT;; ;
Read me shpfltnat 1.8;APPL;∂å√¥; ;Application; ; ;
Internet Dialer—Preferences;pref;∂pup;;Pref;; ;
Sprite Fight 2002;APPL;∂TH2; ;Application; ; ;
Chi Fu;Ned2;∂TH2;Sprite Fight 2002;  ; ; ;
Cam Thahn;PICT;∂TH2;Sprite Fight 2002;Graphics PICT;PIC; ;
Textkonverter 1.1;APPL;∂Tx©; ;Application; ; ;
Dumb Example;APPL;∂UNX; ;Application; ; ;
Eyes^3—3D Metafile;3DMF;∂é3D;Eyes^3;3D image 3DMF; ; ;
Eyes^3;APPL;∂é3D; ;Application; ; ;
Eyes^3—Preferences;pref;∂é3D;Eyes^3;Pref; ; ;
Suitcase Maker;APPL;∂µø√; ;Application; ; ;
ParticleMan;APPL;©¡®©;  ;Application/Game; ; ;
CD Control Strip;sdev;©Dst; ;Control Strip Module; ; ;
Instant Folders 2.0;INIT;©IFl;;INIT; ; ;
Default Levels;©MZL;©MZE;Gamma Zee ;Game; ; ;
Music;©MZM;©MZE;Gamma Zee ;Game; ; ;
Gamma Zee 2.5.1ß ;adrp;©MZE;Gamma Zee ;Alias to file; ; ;
Gamma Zee 2.5.1ß;APPL;©MZE;  ;Application/Game; ; ;
MacTime 1.5.1™;APPL;©og1; ;Application; ; ;
PopChar;cdev;©Pop; ;Control Panel; ; ;
PopChar;INIT;©Pop;;INIT; ; ;
Clear Skies!;APPL;©RS8;;Application;;;
SS-RoadKill;APPL;©srk;  ;Application/Game; ; ;
3D_MorphingPowerCube 1.0;APPL;©Uß∑; ;Application; ; ;
 DonglesPeaceINIT;INIT;Æts0;;INIT; ; ;
KQ Runner;APPL;@1@2; ;Application; ; ;
Antares;APPL;@EL8; ;Application; ; ;
CCF;ELD1;@EL8;Antares;  ; ; ;
CCF.idx;ELD2;@EL8;Antares;  ; ; ;
EasyTalkINIT;INIT;@EL9;;INIT; ; ;
SFScrollInit;INIT;@fy#;;INIT; ; ;
Gene 4.2.1 FAT;APPL;@GN4; ;Application; ; ;
Gene Preferences;PREF;@GN4;Gene;Pref; ; ;
Gene—Text File;TEXT;@GN4;Gene;Text File;TXT; ;
Mac Cellular Automata;APPL;@PLY; ;Application; ; ;
A-Dock Control;APPC;@ppT;Jérome Foucher;Control Panels Application;; ;
A-Dock;appe;@ppT;A-Dock;Background Only Application;; ;
A-Dock Control—Skin;skin;@ppT;A-Dock;;; ;
At Peace 1.0;APPL;@Pss; ;Application; ; ;
Starbound II—Design File;DESN;@s2$;Starbound II;; ; ;
Starbound II—Race File;RACE;@s2$;Starbound II;; ; ;
StarBound;APPL;@sb$; ;Application; ; ;
StarBound—Document;SBDC;@sb$;StarBound;; ; ;
@-time;APPL;@tim;Vincent Jalby;Application;;;
AutoPurge* 2.5.1;APPL;@uTp; ;Application; ; ;
QM Express Activation;@w ;@w ; ;  ; ; ;
Message Window;APPL;@WkW; ;Application; ; ;
Broadcast Calendar;APPL;*†√*; ;Application; ; ;
Broadcast Calendar 1.2;APPL;* √™;;Application; ; ;
’bot Developer 1.0.4;*!*!;*!*!; ;  ; ; ;
HTML Tags;TEXT;*!*!; ;Text File;TXT; ;
;4DET;****;Unspecified Creator;4D data file; ; ;
;4DPY;****;Unspecified Creator;4D Compiled Application; ; ;
;4DSE;****;Unspecified Creator;4D data file; ; ;
Photoshop™—Picture file;8BPS;****;Unspecified Creator;Graphics Photoshop;PSD; ;
 ;adev;****;Unspecified Creator;Appletalk extension; ; ;
 ;adrp;****;Unspecified Creator;Alias to file; ; ;
 ;AIFC;****;Unspecified Creator;Sound AIFF-C; ; ;
 ;AIFF;****;Unspecified Creator;Sound AIFF;AIF; ;
;ALB3;****;Unspecified Creator;PageMaker 3 Document;PM3; ;
;ALB4;****;Unspecified Creator;PageMaker 4 Document;PM4; ;
;ALB5;****;Unspecified Creator;PageMaker 5 Document;PM5; ;
;ALT4;****;Unspecified Creator;PageMaker 4 Template;PT4; ;
;ALT5;****;Unspecified Creator;PageMaker 5 Template;PT5; ;
;APLI;****;Unspecified Creator;YALE 2000.0; ; ;
 ;appe;****;Unspecified Creator;Background Only Application; ; ;
;APPL;****;Unspecified Creator;Application; ; ;
;BCMP;****;Unspecified Creator;basinit; ; ;
;BINA;****;Unspecified Creator;Binary;BIN; ;
;BMPf;****;Unspecified Creator;Graphics BMP;BMP; ;
60;BNTR;****;Unspecified Creator;???; ; ;
DS1200.bin;BSKY;****;Unspecified Creator;???; ; ;
 ;cbnd;****;Unspecified Creator;Connection Tool; ; ;
 ;cdev;****;Unspecified Creator;Control Panel; ; ;
 ;claF;****;Unspecified Creator;Claris Fonts; ; ;
;CP7D;****;Unspecified Creator;4D Compiler; ; ;
;dat5;****;Unspecified Creator;Data File; ; ;
;data;****;Unspecified Creator;Data File; ; ;
;DATA;****;Unspecified Creator;Data File; ; ;
 ;dbgr;****;Unspecified Creator;MacsBug; ; ;
 ;ddev;****;Unspecified Creator;DAL; ; ;
 ;dfil;****;Unspecified Creator;System 7 desk accessory; ; ;
 ;DFIL;****;Unspecified Creator;DA suitcase; ; ;
 ;DRWG;****;Unspecified Creator;MacDraw II document; ; ;
 ;EPSF;****;Unspecified Creator;EPS;EPS; ;
 ;fbnd;****;Unspecified Creator;Communication Tool; ; ;
 ;fdrp;****;Unspecified Creator;Alias to folder; ; ;
 ;fext;****;Unspecified Creator;Extension; ; ;
 ;ffil;****;Unspecified Creator;System 7 font; ; ;
 ;FFIL;****;Unspecified Creator;Font suitcase; ; ;
;FIID;****;Unspecified Creator;FIID is a Dummy Type; ; ;
;FKEY;****;Unspecified Creator;Fkey; ; ;
;FMP3;****;Unspecified Creator;FileMaker Pro 3/4;FP3; ;
;FMPR;****;Unspecified Creator;FileMaker Pro 2 doc;FM; ;
;FNDR;****;Unspecified Creator;Finder; ; ;
;fold;****;Susan™;Folder File; ; ;
;FONT;****;Unspecified Creator;FONT; ; ;
 ;GIFf;****;Unspecified Creator;Graphics GIF;GIF; ;
;Gzip;****;Unspecified Creator;GNU Zip Archive;GZ; ;
 ;help;****;Unspecified Creator;Help; ; ;
;HIPS;****;Unspecified Creator;Big Dipper; ; ;
;ilaf;****;Unspecified Creator;Internet Location Apple Filing Protocol address; ; ;
;ilat;****;Unspecified Creator;Internet Location AppleTalk; ; ;
;ilfi;****;Unspecified Creator;Internet Location File; ; ;
;ilft;****;Unspecified Creator;Internet Location FTP; ; ;
;ilge;****;Unspecified Creator;Internet Location HTTP; ; ;
;ilht;****;Unspecified Creator;Internet Location HTTP; ; ;
;ilma;****;Unspecified Creator;Internet Location Mail; ; ;
;ilnw;****;Unspecified Creator;Internet Location NNTP (News group); ; ;
;ImgX;****;Unspecified Creator;Image Expert; ; ;
;INIT;****;Unspecified Creator;INIT; ; ;
;IV20;****;Unspecified Creator;Interest Vision; ; ;
 ;JFIF;****;Unspecified Creator;Graphics JFIF/JPEG;JPG; ;
 ;JPEG;****;Unspecified Creator;Graphics JPEG;JPG; ;
 ;LWFN;****;Unspecified Creator;PostScript font;PFB; ;
 ;MooV;****;Unspecified Creator;QuickTime Movie;MOV; ;
;MORG;****;Unspecified Creator;;; ;
;MScg;****;Unspecified Creator;Microsoft Clip Gallery; ; ;
;MSFV;****;Unspecified Creator;Favorites; ; ;
;MSG8;****;Unspecified Creator;Microsoft Graph; ; ;
 ;MW2D;****;Unspecified Creator;MacWrite II document; ; ;
 ;MW2S;****;Unspecified Creator;MacWrite II stationary; ; ;
Cust_Info;MWMW;****;Unspecified Creator;???; ; ;
 ;MWPd;****;Unspecified Creator;MacWrite Pro doc; ; ;
RollingStifte;MXRD;****;Unspecified Creator;???; ; ;
Ciel.16.pkd;PACK;****;Unspecified Creator;???; ; ;
 ;PACT;****;Unspecified Creator;Compact Pro archive;CPT; ;
AO-13;PARA;****;Unspecified Creator;???; ; ;
;PDF ;****;Unspecified Creator;Portable Document Format;PDF; ;
 ;pdvr;****;Unspecified Creator;Printer driver; ; ;
;pgPR;****;Unspecified Creator;PGP Key File;PGP; ;
Arrangements 6;phda;****;Unspecified Creator;???; ; ;
 ;PICS;****;Unspecified Creator;Animation PICS; ; ;
 ;PICT;****;Unspecified Creator;Std Graphics format;PIC; ;
;PM20;****;Unspecified Creator;Presto!PageManager; ; ;
;PNRM;****;Unspecified Creator;RealAudio;RAM; ;
 ;PNTG;****;Unspecified Creator;Graphics MacPaint;MPT; ;
;PPOT;****;Unspecified Creator;PowerPoint Template;POT; ;
;PPT3;****;Unspecified Creator;Microsoft PowerPoint; ; ;
 ;pref;****;Unspecified Creator;Pref; ; ;
 ;PRER;****;Unspecified Creator;Chooser Extension; ; ;
 ;PRES;****;Unspecified Creator;Chooser Extension; ; ;
;PWse;****;Unspecified Creator;PhotoWise; ; ;
Packed Patch;PZAP;****;Unspecified Creator;???; ; ;
 ;RDEV;****;Unspecified Creator;Chooser Device; ; ;
;RECH;****;Unspecified Creator;Bankbuchungen (German program); ; ;
 ;RIFF;****;Unspecified Creator;Graphics RIFF Image;RIF; ;
 ;rsrc;****;Unspecified Creator;Resource; ; ;
 ;RSRC;****;Unspecified Creator;Resource; ; ;
 ;RTF ;****;Unspecified Creator;Rich Text Format;RTF; ;
CBExceptions;RULE;****;Unspecified Creator;  ; ; ;
;SA4M;****;Unspecified Creator; ; ; ;
 ;SCRN;****;Unspecified Creator;Graphics Startup Screen; ; ;
;sDBN;****;Unspecified Creator;Word f. Win Template;DOT; ;
 ;sdev;****;Unspecified Creator;Control Strip Module; ; ;
;SETT;****;Unspecified Creator;Warteliste_CB (German program); ; ;
 ;sfil;****;Unspecified Creator;Sound System 7; ; ;
 ;SFIL;****;Unspecified Creator;SoundMover sound suitcase; ; ;
;SIT!;****;Unspecified Creator;StuffIt 1.5.1 Archive;SIT; ;
;SIT5;****;Unspecified Creator;StuffIt 5 Archive;SIT; ;
 ;SITD;****;Unspecified Creator;Stuffit Deluxe archive;SIT; ;
;SLD3;****;Unspecified Creator;PowerPoint 3 Document;PPT; ;
;SLD8;****;Unspecified Creator;PowerPoint 98 Document;PPT; ;
;sLS3;****;Unspecified Creator;Excel 3 Template;XLT; ;
;sLS4;****;Unspecified Creator;Excel 4 Template;XLT; ;
;sLS5;****;Unspecified Creator;Excel 5 Template;XLT; ;
;sLS8;****;Unspecified Creator;Excel 98 Template;XLT; ;
 ;STAK;****;Unspecified Creator;HyperCard stack; ; ;
 ;STAT;****;Unspecified Creator;MacDraw II—Stationary; ; ;
;SVhp;****;Unspecified Creator;StarHelp; ; ;
;SVsc;****;Unspecified Creator;StarCalc; ; ;
;SVsd;****;Unspecified Creator;StarDraw; ; ;
;SVsh;****;Unspecified Creator;StarChart; ; ;
;SVsi;****;Unspecified Creator;StarImage; ; ;
;SVsm;****;Unspecified Creator;StarMath; ; ;
;SW/©;****;Unspecified Creator;StarWriter; ; ;
 ;SYLK;****;Unspecified Creator;SYLK file; ; ;
;TARF;****;Unspecified Creator;UNIX Tape ARchive;TAR; ;
 ;tbnd;****;Unspecified Creator;Communication Tool; ; ;
 ;TEXT;****;Unspecified Creator;Text File;TXT; ;
QuickImage24;thng;****;Unspecified Creator;Extension; ; ;
 ;TIFF;****;Unspecified Creator;Graphics TIFF;TIF; ;
 ;ttro;****;Unspecified Creator;Text file (read only);TXT; ;
;VfW ;****;Unspecified Creator;Movie AVI;AVI; ;
;W6BN;****;Unspecified Creator;Word 6 Document;DOC; ;
;W8BN;****;Unspecified Creator;Word 98 Document;DOC; ;
;W8TN;****;Unspecified Creator;Word 98 Template;DOT; ;
;WAVE;****;Unspecified Creator;sound WAV;WAV; ;
 ;WDBN;****;Unspecified Creator;Word Document;DOC; ;
 ;WORD;****;Unspecified Creator;MacWrite document; ; ;
;WTBN;****;Unspecified Creator;Word Template;DOT; ;
;XDOC;****;Unspecified Creator;QuarkXPress Document;QXD; ;
;XLS3;****;Unspecified Creator;Excel 3 Worksheet;XLS; ;
;XLS4;****;Unspecified Creator;Excel 4 Worksheet;XLS; ;
;XLS5;****;Unspecified Creator;Excel 5 Worksheet;XLS; ;
;XLS8;****;Unspecified Creator;Excel 98 Worksheet;XLS; ;
;XTMP;****;Unspecified Creator;QuarkXPress Template;QXT; ;
 ;zsys;****;Unspecified Creator;System suitcase (7); ; ;
 ;ZSYS;****;Unspecified Creator;System document (6); ; ;
Mail*Link Monitor;APPL;*9in; ;Application; ; ;
Mail*Link—Key;SKey;*9MA;Mail*Link;  ; ; ;
Mail*Link Test;APPL;*9MT; ;Application; ; ;
Mail*Link Resources;rsrc;*9rs;Mail*Link;Resource; ; ;
